week,order_ID,item_name,amount,price_unit,price_total,item_type,category,day,time,store_type,store_name,promo,reorder,item_id,type_id,order_amount,order_price,day_num,storetype_num,storename_num,cat_num,time_num,promo_num,datetime,timestamp,dates,times,times_min,dates_days
5,10,CAPRICE DES DIEUX kaas zacht 300g,1,4.55,4.55,cheese,dairy & plant based,Monday,evening,supermarket,Colruyt,False,True,78,38,39,59.076885,1,2,2,7,1,0,2022-01-10 18:45:00,1641840300000000000,2022-01-10,18:45:00,1845,20220110
6,11,BONI zure room 15% vet 20cl,1,0.99,0.99,sour cream,dairy & plant based,Monday,evening,supermarket,Colruyt,False,False,81,43,46,82.691596,1,2,2,7,1,0,2022-01-17 18:16:00,1642443360000000000,2022-01-17,18:16:00,1816,20220117
6,11,BONI halfvolle melk PET 50cl,1,0.448,0.448,milk,dairy & plant based,Monday,evening,supermarket,Colruyt,False,True,82,37,46,82.691596,1,2,2,7,1,0,2022-01-17 18:16:00,1642443360000000000,2022-01-17,18:16:00,1816,20220117
6,11,BONI belgische scharreleieren L 6st,1,1.99,1.99,eggs,dairy & plant based,Monday,evening,supermarket,Colruyt,False,True,83,40,46,82.691596,1,2,2,7,1,0,2022-01-17 18:16:00,1642443360000000000,2022-01-17,18:16:00,1816,20220117
6,11,EVERYDAY kaas gouda jong blokjes 280g,1,2.89,2.89,cheese,dairy & plant based,Monday,evening,supermarket,Colruyt,False,True,84,38,46,82.691596,1,2,2,7,1,0,2022-01-17 18:16:00,1642443360000000000,2022-01-17,18:16:00,1816,20220117
6,11,CAPRICE DES DIEUX kaas zacht 200g,1,2.39,2.39,cheese,dairy & plant based,Monday,evening,supermarket,Colruyt,False,True,85,38,46,82.691596,1,2,2,7,1,0,2022-01-17 18:16:00,1642443360000000000,2022-01-17,18:16:00,1816,20220117
7,12,BONI halfvolle melk PET 50cl,1,0.448,0.448,milk,dairy & plant based,Wednesday,afternoon,supermarket,Colruyt,False,True,82,37,28,57.116077,5,2,2,7,0,0,2022-01-26 16:58:00,1643216280000000000,2022-01-26,16:58:00,1658,20220126
7,12,CAPRICE DES DIEUX kaas zacht 200g,1,2.39,2.39,cheese,dairy & plant based,Wednesday,afternoon,supermarket,Colruyt,False,True,85,38,28,57.116077,5,2,2,7,0,0,2022-01-26 16:58:00,1643216280000000000,2022-01-26,16:58:00,1658,20220126
7,12,EVERYDAY mozzarella 125g,1,0.45,0.45,cheese,dairy & plant based,Wednesday,afternoon,supermarket,Colruyt,False,True,86,38,28,57.116077,5,2,2,7,0,0,2022-01-26 16:58:00,1643216280000000000,2022-01-26,16:58:00,1658,20220126
8,16,BONI halfvolle melk PET 50cl,1,0.448,0.448,milk,dairy & plant based,Wednesday,evening,supermarket,Colruyt,False,True,82,37,54,118.65543,5,2,2,7,1,0,2022-02-02 18:04:00,1643825040000000000,2022-02-02,18:04:00,1804,20220202
8,16,BONI om te smeren light vlootje 250g,1,0.55,0.55,margarine,dairy & plant based,Wednesday,evening,supermarket,Colruyt,False,True,79,42,54,118.65543,5,2,2,7,1,0,2022-02-02 18:04:00,1643825040000000000,2022-02-02,18:04:00,1804,20220202
