week,order_ID,item_name,amount,price_unit,price_total,item_type,category,day,time,store_type,store_name,promo,reorder,item_id,type_id,order_amount,order_price,day_num,storetype_num,storename_num,cat_num,time_num,promo_num,datetime,timestamp,dates,times,times_min,dates_days
8,25,DRYCK BUBBEL,1,2.5,2.5,berry drink,beverages,Sunday,morning,furniture store,Ikea,False,False,10,7,6,19.95,3,1,2,1,2,0,2022-02-06 09:13:00,1644138780000000000,2022-02-06,09:13:00,913,20220206
5,11,BFVYF VETBOLLEN,1,2.29,2.29,bird feed,non-food,Monday,afternoon,supermarket,Jumbo,False,False,11,8,20,44.410000000000004,1,2,3,12,0,0,2022-01-10 15:47:00,1641829620000000000,2022-01-10,15:47:00,1547,20220110
2,4,LL VP BREUGHELBROOD 800G,1,2.45,2.45,bread,bakery,Thursday,noon,supermarket,Spar,False,False,12,9,6,12.44,4,2,5,0,3,0,2021-12-09 13:04:00,1639055040000000000,2021-12-09,13:04:00,1304,20211209
3,5,JUMBO FEESTBROOD,1,2.5,2.5,bread,bakery,Friday,afternoon,supermarket,Jumbo,False,True,13,9,20,53.08,0,2,3,0,0,0,2021-12-10 15:22:00,1639149720000000000,2021-12-10,15:22:00,1522,20211210
4,7,LL VP CARRE VOLKOREN BROOD 800G ,1,2.45,2.45,bread,bakery,Saturday,noon,supermarket,Spar,False,True,14,9,7,9.55,2,2,5,0,3,0,2021-12-18 12:48:00,1639831680000000000,2021-12-18,12:48:00,1248,20211218
7,20,LL VP CARRE VOLKOREN 800G BROOD,1,2.45,2.45,bread,bakery,Wednesday,evening,supermarket,Spar,False,True,15,9,6,14.21,6,2,5,0,1,0,2022-01-26 18:17:00,1643221020000000000,2022-01-26,18:17:00,1817,20220126
8,21,365 BOTER 250G,1,1.55,1.55,butter,dairy & plant based,Monday,afternoon,supermarket,Delhaize,False,False,16,10,11,23.32,1,2,1,7,0,0,2022-01-31 15:15:00,1643642100000000000,2022-01-31,15:15:00,1515,20220131
2,2,WORTEL SCHAAL,1,1.2,1.2,carrots,fruit & vegetables,Friday,afternoon,supermarket,Spar,False,False,17,11,8,13.16,0,2,5,9,0,0,2021-12-03 17:30:00,1638552600000000000,2021-12-03,17:30:00,1730,20211203
2,3,FITN CHOC CEREAL,1,4.89,4.89,cereal,breakfast & spreads,Tuesday,afternoon,supermarket,Delhaize,False,False,18,12,12,31.55385,5,2,1,2,0,0,2021-12-07 16:21:00,1638894060000000000,2021-12-07,16:21:00,1621,20211207
6,16,NESQUICK BIO CEREALS KIDS 375G,1,4.72,4.72,cereal,breakfast & spreads,Friday,afternoon,supermarket,Spar,True,True,19,12,5,14.7,0,2,5,2,0,1,2022-01-21 15:08:00,1642777680000000000,2022-01-21,15:08:00,1508,20220121
8,21,FITN CHOC CEREAL,1,5.15,5.15,cereal,breakfast & spreads,Monday,afternoon,supermarket,Delhaize,False,True,18,12,11,23.32,1,2,1,2,0,0,2022-01-31 15:15:00,1643642100000000000,2022-01-31,15:15:00,1515,20220131
7,18,KIPFILET IN RONDE SNEETJES,1,1.59,1.59,charcuterie,"meat, fish & veggie",Monday,afternoon,supermarket,Aldi,False,False,20,13,7,6.26973,1,2,0,11,0,0,2022-01-24 17:32:00,1643045520000000000,2022-01-24,17:32:00,1732,20220124
7,20,GR.BRIANZA SALAMI.MILANO 100G,1,2.99,2.99,charcuterie,"meat, fish & veggie",Wednesday,evening,supermarket,Spar,True,True,21,13,6,14.21,6,2,5,11,1,1,2022-01-26 18:17:00,1643221020000000000,2022-01-26,18:17:00,1817,20220126
8,21,200G 365 EMMENTAL,1,1.29,1.29,cheese,dairy & plant based,Monday,afternoon,supermarket,Delhaize,False,False,22,14,11,23.32,1,2,1,7,0,0,2022-01-31 15:15:00,1643642100000000000,2022-01-31,15:15:00,1515,20220131
8,22,BABYBEL MINI 6X22G,1,3.42,3.42,cheese,dairy & plant based,Wednesday,afternoon,supermarket,Spar,False,True,23,14,9,15.68,6,2,5,7,0,0,2022-02-02 14:33:00,1643812380000000000,2022-02-02,14:33:00,1433,20220202
4,9,LAY'S PICKLES 225G,1,1.49,1.49,chips,snacks,Monday,afternoon,supermarket,Jumbo,False,False,24,15,12,18.1,1,2,3,14,0,0,2021-12-08 17:43:00,1638985380000000000,2021-12-08,17:43:00,1743,20211208
4,9,JUMBO BIKKELS 8X125,1,0.99,0.99,chips,snacks,Monday,afternoon,supermarket,Jumbo,True,True,25,15,12,18.1,1,2,3,14,0,1,2021-11-30 17:43:00,1638294180000000000,2021-11-30,17:43:00,1743,20211130
7,20,LAY'S CHIPS KETCHUP 175G,1,1.59,1.59,chips,snacks,Wednesday,evening,supermarket,Spar,False,True,26,15,6,14.21,6,2,5,14,1,0,2022-01-26 18:17:00,1643221020000000000,2022-01-26,18:17:00,1817,20220126
2,4,HAMLET SINT DECO 125G,1,2.35,2.35,chocolate,snacks,Thursday,noon,supermarket,Spar,True,False,27,16,6,12.44,4,2,5,14,3,1,2021-12-09 13:04:00,1639055040000000000,2021-12-09,13:04:00,1304,20211209
1,1,JOHNNY DOODLE PEANUT,1,3.29,3.29,chocolate ,snacks,Tuesday,afternoon,supermarket,Jumbo,False,False,28,17,14,31.16,5,2,3,14,0,0,2021-11-30 14:28:00,1638282480000000000,2021-11-30,14:28:00,1428,20211130
6,17,CHOCOVIT VITAMINE 50CL VV GLAS,1,1.05,1.05,chocolate milk,dairy & plant based,Sunday,morning,supermarket,Spar,False,False,29,18,5,7.83,3,2,5,7,2,0,2022-01-23 11:17:00,1642936620000000000,2022-01-23,11:17:00,1117,20220123
1,1,M&M S CRISPY 213GR,1,2.69,2.69,chocolates,snacks,Tuesday,afternoon,supermarket,Jumbo,False,False,30,19,14,31.16,5,2,3,14,0,0,2021-11-30 14:28:00,1638282480000000000,2021-11-30,14:28:00,1428,20211130
2,3,300G M&M'S MIX,1,4.39,4.39,chocolates,snacks,Tuesday,afternoon,supermarket,Delhaize,False,True,31,19,12,31.55385,5,2,1,14,0,0,2021-12-07 16:21:00,1638894060000000000,2021-12-07,16:21:00,1621,20211207
3,5,CHOC SEIZOEN FIGUUR,1,2.19,2.19,chocolates,snacks,Friday,afternoon,supermarket,Jumbo,False,True,32,19,20,53.08,0,2,3,14,0,0,2021-12-10 15:22:00,1639149720000000000,2021-12-10,15:22:00,1522,20211210
3,5,MELK PINDA CAR ZZ ROTSJES,1,2.29,2.29,chocolates,snacks,Friday,afternoon,supermarket,Jumbo,True,True,33,19,20,53.08,0,2,3,14,0,1,2021-12-10 15:22:00,1639149720000000000,2021-12-10,15:22:00,1522,20211210
3,5,APPELTAART ROTSJES MELK,1,1.99,1.99,chocolates,snacks,Friday,afternoon,supermarket,Jumbo,True,True,34,19,20,53.08,0,2,3,14,0,1,2021-12-10 15:22:00,1639149720000000000,2021-12-10,15:22:00,1522,20211210
6,14,DAIM MINI,1,4.95,4.95,chocolates,snacks,Wednesday,afternoon,furniture store,Ikea,False,True,35,19,6,18.45,6,1,2,14,0,0,2022-01-19 15:47:00,1642607220000000000,2022-01-19,15:47:00,1547,20220119
6,14,"CIDER PARON 4,5%",1,2.0,2.0,cider,beverages,Wednesday,afternoon,furniture store,Ikea,False,False,36,20,6,18.45,6,1,2,1,0,0,2022-01-19 15:47:00,1642607220000000000,2022-01-19,15:47:00,1547,20220119
8,25,CIDER PARON,1,2.0,2.0,cider,beverages,Sunday,morning,furniture store,Ikea,False,True,37,20,6,19.95,3,1,2,1,2,0,2022-02-06 09:13:00,1644138780000000000,2022-02-06,09:13:00,913,20220206
8,21,1L VITA COCO SAP NATUUR,1,3.99,3.99,coconut water,beverages,Monday,afternoon,supermarket,Delhaize,False,False,38,21,11,23.32,1,2,1,1,0,0,2022-01-31 15:15:00,1643642100000000000,2022-01-31,15:15:00,1515,20220131
1,1,JUMBO DG GRANDE LUNGO CUPS,1,2.71,2.71,coffee,beverages,Tuesday,afternoon,supermarket,Jumbo,False,False,39,22,14,31.16,5,2,3,1,0,0,2021-11-30 14:28:00,1638282480000000000,2021-11-30,14:28:00,1428,20211130
3,5,JUMBO DG LUNGO GVP,1,4.44,4.44,coffee,beverages,Friday,afternoon,supermarket,Jumbo,False,True,40,22,20,53.08,0,2,3,1,0,0,2021-12-10 15:22:00,1639149720000000000,2021-12-10,15:22:00,1522,20211210
4,9,JUMBO DG LUNGO,1,2.49,2.49,coffee,beverages,Monday,afternoon,supermarket,Jumbo,False,True,41,22,12,18.1,1,2,3,1,0,0,2021-12-16 17:43:00,1639676580000000000,2021-12-16,17:43:00,1743,20211216
7,19,KOFFIEDESSERT 120G,1,3.55,3.55,coffee,beverages,Tuesday,evening,supermarket,Aldi,True,True,42,22,5,13.14,5,2,0,1,1,1,2022-01-25 18:08:00,1643134080000000000,2022-01-25,18:08:00,1808,20220125
8,22,SPAR D.GUSTO LUNGO 16P,1,3.59,3.59,coffee,beverages,Wednesday,afternoon,supermarket,Spar,False,True,43,22,9,15.68,6,2,5,1,0,0,2022-02-02 14:33:00,1643812380000000000,2022-02-02,14:33:00,1433,20220202
2,3,6XCOKE ZERO VANIL,1,4.69,4.69,coke,beverages,Tuesday,afternoon,supermarket,Delhaize,False,False,44,23,12,31.55385,5,2,1,1,0,0,2021-12-07 16:21:00,1638894060000000000,2021-12-07,16:21:00,1621,20211207
5,11,PEPSI MAX GINGER,1,1.99,1.99,coke,beverages,Monday,afternoon,supermarket,Jumbo,False,True,45,23,20,44.410000000000004,1,2,3,1,0,0,2022-01-10 15:47:00,1641829620000000000,2022-01-10,15:47:00,1547,20220110
7,19,PEPSI MAX AXL PET 1L,1,1.8,1.8,coke,beverages,Tuesday,evening,supermarket,Aldi,False,True,46,23,5,13.14,5,2,0,1,1,0,2022-01-25 18:08:00,1643134080000000000,2022-01-25,18:08:00,1808,20220125
7,20,PEPSI MAX AXL PET 1L,1,1.8,1.8,coke,beverages,Wednesday,evening,supermarket,Spar,False,True,46,23,6,14.21,6,2,5,1,1,0,2022-01-26 18:17:00,1643221020000000000,2022-01-26,18:17:00,1817,20220126
8,22,PEPSI MAX AXL PET 50CL MP,1,0.93,0.93,coke,beverages,Wednesday,afternoon,supermarket,Spar,True,True,47,23,9,15.68,6,2,5,1,0,1,2022-02-02 14:33:00,1643812380000000000,2022-02-02,14:33:00,1433,20220202
8,22,PEPSI MAX AXL PET 50CL MP,1,0.93,0.93,coke,beverages,Wednesday,afternoon,supermarket,Spar,True,True,47,23,9,15.68,6,2,5,1,0,1,2022-02-02 14:33:00,1643812380000000000,2022-02-02,14:33:00,1433,20220202
1,1,JUMBO STROOPWAFEL CARAM,1,1.99,1.99,cookies,snacks,Tuesday,afternoon,supermarket,Jumbo,False,False,48,24,14,31.16,5,2,3,14,0,0,2021-11-30 14:28:00,1638282480000000000,2021-11-30,14:28:00,1428,20211130
3,6,125G BAHLSEN MESS VEENBES KOEK,1,1.69,1.69,cookies,snacks,Monday,afternoon,supermarket,Delhaize,False,True,49,24,11,17.41,1,2,1,14,0,0,2021-12-13 17:45:00,1639417500000000000,2021-12-13,17:45:00,1745,20211213
4,7,LU CENT WAFERS 5X45G,1,2.42,2.42,cookies,snacks,Saturday,noon,supermarket,Spar,True,True,50,24,7,9.55,2,2,5,14,3,1,2021-12-18 12:48:00,1639831680000000000,2021-12-18,12:48:00,1248,20211218
4,9,SULTAN TWIST MANGO,1,1.99,1.99,cookies,snacks,Monday,afternoon,supermarket,Jumbo,False,True,51,24,12,18.1,1,2,3,14,0,0,2021-12-04 17:43:00,1638639780000000000,2021-12-04,17:43:00,1743,20211204
5,12,GWOON CHOCO FOURRE 6X30G,1,1.55,1.55,cookies,snacks,Tuesday,afternoon,supermarket,Spar,False,True,52,24,7,12.57,5,2,5,14,0,0,2022-01-11 16:20:00,1641918000000000000,2022-01-11,16:20:00,1620,20220111
7,18,FRUITBISCUITS,1,1.19,1.19,cookies,snacks,Monday,afternoon,supermarket,Aldi,False,True,53,24,7,6.26973,1,2,0,14,0,0,2022-01-24 17:32:00,1643045520000000000,2022-01-24,17:32:00,1732,20220124
8,21,DINOSAURUS MELKCHO,1,1.85,1.85,cookies,snacks,Monday,afternoon,supermarket,Delhaize,False,True,54,24,11,23.32,1,2,1,14,0,0,2022-01-31 15:15:00,1643642100000000000,2022-01-31,15:15:00,1515,20220131
8,22,SPAR BROWNIE COOKIES 200G,1,1.82,1.82,cookies,snacks,Wednesday,afternoon,supermarket,Spar,False,True,55,24,9,15.68,6,2,5,14,0,0,2022-02-02 14:33:00,1643812380000000000,2022-02-02,14:33:00,1433,20220202
8,25,KAFFEREP HAVERKOEKJES,1,4.95,4.95,cookies,snacks,Sunday,morning,furniture store,Ikea,False,True,56,24,6,19.95,3,1,2,14,2,0,2022-02-06 09:13:00,1644138780000000000,2022-02-06,09:13:00,913,20220206
6,15,COVID ZELFTEST,1,2.99,2.99,covid test,care & hygiene,Thursday,noon,drugstore,Kruidvat,True,False,57,25,3,7.970000000000001,4,0,4,4,3,1,2022-01-20 13:17:00,1642684620000000000,2022-01-20,13:17:00,1317,20220120
3,6,600G POM DUCH DLL,1,0.99,0.99,croquettes ,frozen foods,Monday,afternoon,supermarket,Delhaize,False,False,58,26,11,17.41,1,2,1,8,0,0,2021-12-13 17:45:00,1639417500000000000,2021-12-13,17:45:00,1745,20211213
3,6,600G DLL POM PIN,1,1.55,1.55,croquettes ,frozen foods,Monday,afternoon,supermarket,Delhaize,True,True,59,26,11,17.41,1,2,1,8,0,1,2021-12-13 17:45:00,1639417500000000000,2021-12-13,17:45:00,1745,20211213
2,3,CHOCOLADEBROODJE,2,0.99,1.98,danish,bakery,Tuesday,afternoon,supermarket,Delhaize,False,False,60,27,12,31.55385,5,2,1,0,0,0,2021-12-07 16:21:00,1638894060000000000,2021-12-07,16:21:00,1621,20211207
2,4,BROOD & GEBAK ONTBIJTKOEK,2,0.95,1.9,danish,bakery,Thursday,noon,supermarket,Spar,False,True,61,27,6,12.44,4,2,5,0,3,0,2021-12-09 13:04:00,1639055040000000000,2021-12-09,13:04:00,1304,20211209
3,5,JUMBO SCONES ROZIJNE,1,2.79,2.79,danish,bakery,Friday,afternoon,supermarket,Jumbo,False,True,62,27,20,53.08,0,2,3,0,0,0,2021-12-10 15:22:00,1639149720000000000,2021-12-10,15:22:00,1522,20211210
3,6,AFSLAG CHOCOLADEBROODJE,1,0.95,0.95,danish,bakery,Monday,afternoon,supermarket,Delhaize,False,True,63,27,11,17.41,1,2,1,0,0,0,2021-12-13 17:45:00,1639417500000000000,2021-12-13,17:45:00,1745,20211213
3,6,AFSLAG ROZIJNENBROODJE,1,0.95,0.95,danish,bakery,Monday,afternoon,supermarket,Delhaize,False,True,64,27,11,17.41,1,2,1,0,0,0,2021-12-13 17:45:00,1639417500000000000,2021-12-13,17:45:00,1745,20211213
3,6,2X100G COUGNOU CHOC,1,2.49,2.49,danish,bakery,Monday,afternoon,supermarket,Delhaize,False,True,65,27,11,17.41,1,2,1,0,0,0,2021-12-13 17:45:00,1639417500000000000,2021-12-13,17:45:00,1745,20211213
4,8,TOI COUGNOU 2CHOC,1,2.99,2.99,danish,bakery,Saturday,afternoon,supermarket,Delhaize,False,True,66,27,4,12.290000000000001,2,2,1,0,0,0,2021-12-18 17:05:00,1639847100000000000,2021-12-18,17:05:00,1705,20211218
4,9,JUMBO SCONES ROZIJNE,1,2.79,2.79,danish,bakery,Monday,afternoon,supermarket,Jumbo,False,True,62,27,12,18.1,1,2,3,0,0,0,2021-12-02 17:43:00,1638466980000000000,2021-12-02,17:43:00,1743,20211202
4,10,TOI COUGNOU 2 CHOC,1,2.99,2.99,danish,bakery,Thursday,afternoon,supermarket,Delhaize,True,True,67,27,6,21.54,4,2,1,0,0,1,2021-12-23 16:14:00,1640276040000000000,2021-12-23,16:14:00,1614,20211223
4,10,TOI COUGNOU 2 CHOC,1,2.99,2.99,danish,bakery,Thursday,afternoon,supermarket,Delhaize,True,True,67,27,6,21.54,4,2,1,0,0,1,2021-12-23 16:14:00,1640276040000000000,2021-12-23,16:14:00,1614,20211223
5,11,JUMBO SCONES ROZIJNEN,1,2.79,2.79,danish,bakery,Monday,afternoon,supermarket,Jumbo,False,True,68,27,20,44.410000000000004,1,2,3,0,0,0,2022-01-10 15:47:00,1641829620000000000,2022-01-10,15:47:00,1547,20220110
6,13,BROOD & GEBAK ONTBIJTKOEK,2,0.95,1.9,danish,bakery,Tuesday,afternoon,supermarket,Spar,False,True,61,27,10,19.87065,5,2,5,0,0,0,2022-01-18 14:36:00,1642516560000000000,2022-01-18,14:36:00,1436,20220118
6,13,LL LUXE BOLLETJES CHOC 4P VP,1,3.29,3.29,danish,bakery,Tuesday,afternoon,supermarket,Spar,False,True,69,27,10,19.87065,5,2,5,0,0,0,2022-01-18 14:36:00,1642516560000000000,2022-01-18,14:36:00,1436,20220118
6,17,LL LUXE BOLLETJES CHOC.4P VP,1,3.29,3.29,danish,bakery,Sunday,morning,supermarket,Spar,False,True,70,27,5,7.83,3,2,5,0,2,0,2022-01-23 11:17:00,1642936620000000000,2022-01-23,11:17:00,1117,20220123
7,20,LL LUXE BOLLETJES CHOC.4P VP,1,3.29,3.29,danish,bakery,Wednesday,evening,supermarket,Spar,True,True,70,27,6,14.21,6,2,5,0,1,1,2022-01-26 18:17:00,1643221020000000000,2022-01-26,18:17:00,1817,20220126
8,22,BROOD & GEBAK ONTBIJTKOEK,1,0.95,0.95,danish,bakery,Wednesday,afternoon,supermarket,Spar,False,True,61,27,9,15.68,6,2,5,0,0,0,2022-02-02 14:33:00,1643812380000000000,2022-02-02,14:33:00,1433,20220202
8,23,BROOD & GEBAK ONTBIJTKOEK,1,3.8,3.8,danish,bakery,Thursday,morning,supermarket,Spar,False,True,61,27,5,12.68,4,2,5,0,2,0,2022-02-04 09:13:00,1643965980000000000,2022-02-04,09:13:00,913,20220204
8,24,BROOD & GEBAK ONTBIJTKOEK,2,1.99,3.98,danish,bakery,Friday,noon,supermarket,Spar,False,True,61,27,5,6.93,0,2,5,0,3,0,2022-02-05 12:49:00,1644065340000000000,2022-02-05,12:49:00,1249,20220205
8,24,BROOD & GEBAK ONTBIJTKOEK,2,0.95,1.9,danish,bakery,Friday,noon,supermarket,Spar,False,True,61,27,5,6.93,0,2,5,0,3,0,2022-02-05 12:49:00,1644065340000000000,2022-02-05,12:49:00,1249,20220205
5,11,CROISSANTDEEG 6ST,2,1.84,3.68,danish,bakery,Monday,afternoon,supermarket,Jumbo,True,True,71,27,20,44.410000000000004,1,2,3,0,0,1,2022-01-10 15:47:00,1641829620000000000,2022-01-10,15:47:00,1547,20220110
6,16,LL LUXE BOLLETJES CHOC 4P VP,1,3.29,3.29,danish,breakfast & spreads,Friday,afternoon,supermarket,Spar,True,True,69,27,5,14.7,0,2,5,2,0,1,2022-01-21 15:08:00,1642777680000000000,2022-01-21,15:08:00,1508,20220121
3,6,JOYVALLE SEMOULE,1,0.99,0.99,dessert,dairy & plant based,Monday,afternoon,supermarket,Delhaize,False,False,72,28,11,17.41,1,2,1,7,0,0,2021-12-13 17:45:00,1639417500000000000,2021-12-13,17:45:00,1745,20211213
3,6,JOYVALLE SEMOULE,1,0.99,0.99,dessert,dairy & plant based,Monday,afternoon,supermarket,Delhaize,False,True,72,28,11,17.41,1,2,1,7,0,0,2021-12-13 17:45:00,1639417500000000000,2021-12-13,17:45:00,1745,20211213
4,10,DLL PANNA COTTA,1,1.99,1.99,dessert,dairy & plant based,Thursday,afternoon,supermarket,Delhaize,False,True,73,28,6,21.54,4,2,1,7,0,0,2021-12-23 16:14:00,1640276040000000000,2021-12-23,16:14:00,1614,20211223
5,12,H-D CHOCOLADEMOUSSE MELK 75G,1,1.29,1.29,dessert,dairy & plant based,Tuesday,afternoon,supermarket,Spar,False,True,74,28,7,12.57,5,2,5,7,0,0,2022-01-11 16:20:00,1641918000000000000,2022-01-11,16:20:00,1620,20220111
5,12,H-D TIRAMISU 105G,1,1.29,1.29,dessert,dairy & plant based,Tuesday,afternoon,supermarket,Spar,True,True,75,28,7,12.57,5,2,5,7,0,1,2022-01-11 16:20:00,1641918000000000000,2022-01-11,16:20:00,1620,20220111
7,18,URSI DESSERT,1,0.5,0.5,dessert,dairy & plant based,Monday,afternoon,supermarket,Aldi,False,True,76,28,7,6.26973,1,2,0,7,0,0,2022-01-24 17:32:00,1643045520000000000,2022-01-24,17:32:00,1732,20220124
7,19,DUO DESSERT 110G,1,3.35,3.35,dessert,dairy & plant based,Tuesday,evening,supermarket,Aldi,True,True,77,28,5,13.14,5,2,0,7,1,1,2022-01-25 18:08:00,1643134080000000000,2022-01-25,18:08:00,1808,20220125
1,1,AMBACHTELIJKE EIERKO,1,2.0,2.0,egg cakes,snacks,Tuesday,afternoon,supermarket,Jumbo,False,False,78,29,14,31.16,5,2,3,14,0,0,2021-11-30 14:28:00,1638282480000000000,2021-11-30,14:28:00,1428,20211130
1,1,SCHARREL M/L6,1,1.09,1.09,eggs,dairy & plant based,Tuesday,afternoon,supermarket,Jumbo,False,False,79,30,14,31.16,5,2,3,7,0,0,2021-11-30 14:28:00,1638282480000000000,2021-11-30,14:28:00,1428,20211130
3,5,MONDKAPJES WEGW PROT,1,5.49,5.49,face masks,care & hygiene,Friday,afternoon,supermarket,Jumbo,False,False,80,31,20,53.08,0,2,3,4,0,0,2021-12-10 15:22:00,1639149720000000000,2021-12-10,15:22:00,1522,20211210
5,11,PANGASIUS ITALIAANS,1,3.99,3.99,fish,"meat, fish & veggie",Monday,afternoon,supermarket,Jumbo,True,False,81,32,20,44.410000000000004,1,2,3,11,0,1,2022-01-10 15:47:00,1641829620000000000,2022-01-10,15:47:00,1547,20220110
5,11,PANGASIUS SWEET PEP,1,3.99,3.99,fish,"meat, fish & veggie",Monday,afternoon,supermarket,Jumbo,True,True,82,32,20,44.410000000000004,1,2,3,11,0,1,2022-01-10 15:47:00,1641829620000000000,2022-01-10,15:47:00,1547,20220110
4,9,ZELFRIJZEND BAKMEEL,1,0.49,0.49,flour,bakery,Monday,afternoon,supermarket,Jumbo,False,False,83,33,12,18.1,1,2,3,0,0,0,2021-12-14 17:43:00,1639503780000000000,2021-12-14,17:43:00,1743,20211214
3,5,MEKKAFOOD CHICK TENDER,1,5.49,5.49,frozen chicken,frozen foods,Friday,afternoon,supermarket,Jumbo,True,False,84,34,20,53.08,0,2,3,8,0,1,2021-12-10 15:22:00,1639149720000000000,2021-12-10,15:22:00,1522,20211210
8,22,VUILZAKKEN,1,3.0,3.0,garbage bags,household,Wednesday,afternoon,supermarket,Spar,False,False,85,35,9,15.68,6,2,5,10,0,0,2022-02-02 14:33:00,1643812380000000000,2022-02-02,14:33:00,1433,20220202
1,1,JUMBO REEP ONTBIJTKOEK,1,1.49,1.49,gingerbread,bakery,Tuesday,afternoon,supermarket,Jumbo,False,False,86,36,14,31.16,5,2,3,0,0,0,2021-11-30 14:28:00,1638282480000000000,2021-11-30,14:28:00,1428,20211130
2,2,BROOD & GEBAK ONTBIJTKOEK,4,0.95,3.8,gingerbread,breakfast & spreads,Friday,afternoon,supermarket,Spar,False,True,61,36,8,13.16,0,2,5,2,0,0,2021-12-03 17:30:00,1638552600000000000,2021-12-03,17:30:00,1730,20211203
3,5,JUMBO REEP ROZIJN 5S,1,1.39,1.39,gingerbread,breakfast & spreads,Friday,afternoon,supermarket,Jumbo,False,True,87,36,20,53.08,0,2,3,2,0,0,2021-12-10 15:22:00,1639149720000000000,2021-12-10,15:22:00,1522,20211210
5,11,JUMBO REEP ROZIJN 5S,1,1.39,1.39,gingerbread,breakfast & spreads,Monday,afternoon,supermarket,Jumbo,False,True,87,36,20,44.410000000000004,1,2,3,2,0,0,2022-01-10 15:47:00,1641829620000000000,2022-01-10,15:47:00,1547,20220110
5,12,BROOD & GEBAK ONTBIJTKOEK,2,0.95,1.9,gingerbread,breakfast & spreads,Tuesday,afternoon,supermarket,Spar,False,True,61,36,7,12.57,5,2,5,2,0,0,2022-01-11 16:20:00,1641918000000000000,2022-01-11,16:20:00,1620,20220111
2,3,LIJM,1,5.05,5.05,glue,non-food,Tuesday,afternoon,supermarket,Delhaize,False,False,88,37,12,31.55385,5,2,1,12,0,0,2021-12-07 16:21:00,1638894060000000000,2021-12-07,16:21:00,1621,20211207
3,5,JUMBO JUS RUND 3P,1,0.89,0.89,gravy,cooking aid,Friday,afternoon,supermarket,Jumbo,False,False,89,38,20,53.08,0,2,3,6,0,0,2021-12-10 15:22:00,1639149720000000000,2021-12-10,15:22:00,1522,20211210
4,8,650ML HAAGEN-DASZ SALTED CAR,1,6.45,6.45,ice cream,frozen foods,Saturday,afternoon,supermarket,Delhaize,False,False,90,39,4,12.290000000000001,2,2,1,8,0,0,2021-12-18 17:05:00,1639847100000000000,2021-12-18,17:05:00,1705,20211218
3,6,1L ICEDTEA GRO BIO,1,1.52,1.52,ice tea,beverages,Monday,afternoon,supermarket,Delhaize,False,False,91,40,11,17.41,1,2,1,1,0,0,2021-12-13 17:45:00,1639417500000000000,2021-12-13,17:45:00,1745,20211213
